phenotype	tissue	gene	gene_name	pvalue	rcp
UKB_50_Standing_height	Brain_Spinal_cord_cervical_c-1	ENSG00000243795.1	LINC02044	1.01325659362971e-12	0.668
UKB_50_Standing_height	Brain_Spinal_cord_cervical_c-1	ENSG00000119147.9	C2orf40	2.01403842114737e-11	0.806
UKB_50_Standing_height	Brain_Spinal_cord_cervical_c-1	ENSG00000113083.13	LOX	2.065861600782e-08	0.54
UKB_50_Standing_height	Brain_Spinal_cord_cervical_c-1	ENSG00000105668.7	UPK1A	5.54231682496103e-08	0.522
UKB_50_Standing_height	Brain_Substantia_nigra	ENSG00000103245.13	NARFL	3.38989477531686e-42	0.594
UKB_50_Standing_height	Brain_Substantia_nigra	ENSG00000163703.17	CRELD1	3.89768762940475e-39	0.981
UKB_50_Standing_height	Brain_Substantia_nigra	ENSG00000050748.17	MAPK9	2.17577724235812e-29	0.593
UKB_50_Standing_height	Brain_Substantia_nigra	ENSG00000183386.9	FHL3	2.21199106073043e-24	0.567
UKB_50_Standing_height	Brain_Substantia_nigra	ENSG00000117280.12	RAB29	1.08167310255058e-14	0.62
UKB_50_Standing_height	Brain_Substantia_nigra	ENSG00000243795.1	LINC02044	6.58901778546661e-13	0.623
UKB_50_Standing_height	Brain_Substantia_nigra	ENSG00000119147.9	C2orf40	2.01403842114737e-11	0.898
UKB_50_Standing_height	Brain_Substantia_nigra	ENSG00000277791.4	PSMB3	3.14197267829065e-11	0.613
UKB_50_Standing_height	Brain_Substantia_nigra	ENSG00000151893.14	CACUL1	1.105931571233e-10	0.657
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000118971.7	CCND2	3.14522224456167e-78	0.967
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000187013.4	C17orf82	6.50938016694519e-78	0.694
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000198945.7	L3MBTL3	8.74564576621813e-78	1
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000170175.10	CHRNB1	3.85295645214179e-55	0.896
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000127663.14	KDM4B	4.93083494568107e-42	0.895
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000171206.13	TRIM8	2.74782629146768e-39	0.559
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000163703.17	CRELD1	3.89768762940498e-39	1
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000149257.13	SERPINH1	7.46024723674676e-39	0.875
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000162613.16	FUBP1	8.63821206182276e-30	0.694
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000183386.9	FHL3	2.21199106073042e-24	0.974
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000183520.11	UTP11	3.82542264565093e-24	0.826
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000277791.4	PSMB3	4.07799509895152e-22	0.961
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000103245.13	NARFL	3.96248700000659e-21	0.967
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000160870.12	CYP3A7	2.0733036962999e-19	0.716
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000165801.9	ARHGEF40	1.63745564960715e-18	0.904
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000155542.11	SETD9	1.58730620899238e-17	0.6
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000132386.10	SERPINF1	1.18220967265998e-16	0.838
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000149926.13	FAM57B	3.36201064702463e-16	0.576
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000130177.14	CDC16	1.28735969541196e-15	0.584
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000176720.4	BOK	5.46962638096736e-15	0.747
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000179119.14	SPTY2D1	1.38418817335112e-14	0.56
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000276293.4	PIP4K2B	1.49783062570849e-14	0.962
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000101367.8	MAPRE1	9.09210339811678e-14	0.558
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000169925.16	BRD3	2.48779043896758e-13	0.732
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000137098.13	SPAG8	4.00993328034442e-13	0.726
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000135835.11	KIAA1614	1.01174579547181e-12	0.92
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000168899.4	VAMP5	1.70966426827271e-11	0.565
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000119147.9	C2orf40	3.57053543972935e-11	0.933
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000100968.13	NFATC4	4.3508578613594e-11	0.754
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000275512.1	RP11-322E11.2	1.50849274942062e-10	0.609
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000142694.6	EVA1B	3.83713933076794e-10	0.761
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000126464.13	PRR12	7.41517932199829e-10	0.513
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000109758.8	HGFAC	8.89035816195085e-10	0.68
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000176472.10	ZNF575	1.14912078637135e-09	0.684
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000166532.15	RIMKLB	5.29842552917059e-09	0.948
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000104332.11	SFRP1	1.55959549286285e-08	0.591
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000234906.9	APOC2	2.19862954496543e-08	0.501
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000141429.13	GALNT1	2.80919627833132e-08	0.861
UKB_50_Standing_height	Breast_Mammary_Tissue	ENSG00000146054.17	TRIM7	4.55272972689943e-08	0.729
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000172171.10	TEFM	2.88513459839352e-95	0.61
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000118971.7	CCND2	5.30750269132222e-87	1
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000184897.5	H1FX	2.80343779333995e-52	0.923
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000127663.14	KDM4B	4.54182683166339e-44	0.503
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000163703.17	CRELD1	3.58382192612805e-40	1
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000103245.13	NARFL	4.36786110643663e-38	0.921
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000072682.18	P4HA2	7.92261940101261e-38	0.734
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000100968.13	NFATC4	1.75281194984616e-35	0.983
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000178209.14	PLEC	6.64623060667755e-33	0.584
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000172071.11	EIF2AK3	1.39953753109104e-32	0.647
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000157551.17	KCNJ15	4.46079527873117e-31	0.832
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000162613.16	FUBP1	2.28335979827714e-30	0.716
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000141905.17	NFIC	7.55732873683248e-30	0.999
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000183386.9	FHL3	4.8983593697637e-27	0.974
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000129467.13	ADCY4	9.96106653193653e-26	0.963
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000103253.17	HAGHL	1.47617833892594e-25	0.968
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000277791.4	PSMB3	1.80619919148967e-24	0.988
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000122912.14	SLC25A16	1.21281840534249e-23	0.938
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000172059.10	KLF11	1.7795500076034e-22	0.827
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000151632.17	AKR1C2	5.4923285245263e-22	0.724
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000187134.13	AKR1C1	3.09710790690688e-20	0.567
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000149257.13	SERPINH1	4.71811073136176e-20	0.911
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000183520.11	UTP11	1.39906715259443e-18	0.941
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000084093.16	REST	3.46467621499418e-18	0.64
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000165801.9	ARHGEF40	1.01091268107805e-17	0.954
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000135698.9	MPHOSPH6	1.12280347578012e-17	0.635
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000163935.13	SFMBT1	1.70862490622965e-17	0.562
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000198911.11	SREBF2	1.24427640455013e-16	0.987
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000132386.10	SERPINF1	1.1371231127382e-15	0.878
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000130177.14	CDC16	1.33631843845294e-15	0.552
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000035115.21	SH3YL1	3.0094965190906e-15	0.791
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000139697.13	SBNO1	1.42159386363579e-14	0.515
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000127080.9	IPPK	7.70330438179645e-14	0.726
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000171135.13	JAGN1	1.18256232456351e-13	0.999
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000169925.16	BRD3	1.89646724843281e-13	0.716
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000101367.8	MAPRE1	2.87957266594337e-13	0.64
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000261008.6	LINC01572	4.78972615365787e-13	0.912
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000168899.4	VAMP5	6.51781020668326e-13	0.928
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000105755.7	ETHE1	1.24704810092276e-12	0.75
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000179119.14	SPTY2D1	2.92939032936209e-12	0.592
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000184517.11	ZFP1	5.88552104068386e-12	0.502
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000156381.8	ANKRD9	1.11422467988105e-11	0.523
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000271151.1	RP11-394I13.2	5.67535537702427e-11	0.623
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000135835.11	KIAA1614	5.7368302453269e-11	0.979
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000276293.4	PIP4K2B	6.13778198375071e-11	0.984
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000126464.13	PRR12	3.05703535727256e-10	0.515
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000243795.1	LINC02044	3.16617794822188e-10	0.562
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000145194.17	ECE2	5.12865184843103e-10	0.846
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000007237.18	GAS7	5.83675956640745e-10	0.674
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000140575.12	IQGAP1	6.23571733919647e-10	0.661
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000196526.10	AFAP1	8.39398251748347e-10	0.503
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000186564.5	FOXD2	3.5615152504802e-09	0.502
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000228278.3	ORM2	1.0658680907312e-08	0.541
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000137501.17	SYTL2	1.37605511232913e-08	0.97
UKB_50_Standing_height	Cells_Cultured_fibroblasts	ENSG00000147853.16	AK3	1.62373130675865e-08	0.999
UKB_50_Standing_height	Cells_EBV-transformed_lymphocytes	ENSG00000103245.13	NARFL	3.38989477531686e-42	0.837
UKB_50_Standing_height	Cells_EBV-transformed_lymphocytes	ENSG00000163703.17	CRELD1	7.84462721342708e-38	0.542
UKB_50_Standing_height	Cells_EBV-transformed_lymphocytes	ENSG00000122912.14	SLC25A16	1.58068450170903e-29	0.67
UKB_50_Standing_height	Cells_EBV-transformed_lymphocytes	ENSG00000183431.11	SF3A3	3.82542264565098e-24	0.849
UKB_50_Standing_height	Cells_EBV-transformed_lymphocytes	ENSG00000165801.9	ARHGEF40	2.7922754614869e-18	0.954
UKB_50_Standing_height	Cells_EBV-transformed_lymphocytes	ENSG00000271151.1	RP11-394I13.2	6.02854190532274e-12	0.532
UKB_50_Standing_height	Cells_EBV-transformed_lymphocytes	ENSG00000183682.7	BMP8A	2.45544545935806e-08	0.569
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000125965.8	GDF5	1.04760642617099e-229	0.73
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000172613.7	RAD9A	5.84213015758164e-123	0.561
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000153162.8	BMP6	8.80486430685791e-80	0.541
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000198945.7	L3MBTL3	8.74564576621912e-78	0.995
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000198860.11	TSEN15	1.21652951133612e-76	0.655
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000118971.7	CCND2	2.55225644150565e-51	0.969
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000072682.18	P4HA2	1.27431085650033e-49	0.596
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000163602.10	RYBP	1.94811953797856e-48	0.945
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000163703.17	CRELD1	3.74840855761484e-39	1
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000186834.3	HEXIM1	2.02787366592875e-31	0.823
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000162613.16	FUBP1	3.50932605144638e-30	0.697
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000103245.13	NARFL	4.16486275142181e-29	0.964
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000183386.9	FHL3	2.21199106073035e-24	0.917
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000151632.17	AKR1C2	3.89687241419322e-24	0.688
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000107679.14	PLEKHA1	8.04872297265581e-23	0.894
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000168763.15	CNNM3	3.78058243739784e-20	0.838
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000135698.9	MPHOSPH6	1.23103999416513e-18	0.507
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000165801.9	ARHGEF40	1.11312729629941e-17	0.958
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000155542.11	SETD9	4.05216296037011e-17	0.586
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000084093.16	REST	3.66746175915498e-16	0.641
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000130177.14	CDC16	5.4897751367623e-16	0.564
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000128342.4	LIF	3.1070564644716e-14	0.611
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000198911.11	SREBF2	6.19582697675083e-14	0.685
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000117682.16	DHDDS	7.22820266087471e-13	0.706
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000119147.9	C2orf40	8.97471583852213e-13	0.961
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000101367.8	MAPRE1	8.22485882375733e-12	0.541
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000126464.13	PRR12	8.91431979802281e-12	0.622
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000271151.1	RP11-394I13.2	1.61964832098798e-11	0.633
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000011105.12	TSPAN9	2.05619437045434e-11	0.632
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000179119.14	SPTY2D1	2.2922071875655e-11	0.557
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000117280.12	RAB29	2.46433598837765e-10	0.502
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000176472.10	ZNF575	7.26269489798392e-10	0.613
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000142694.6	EVA1B	1.05191376405407e-09	0.841
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000230724.9	LINC01001	7.98868914683736e-09	0.603
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000183682.7	BMP8A	1.25674911749644e-08	0.726
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000105538.9	RASIP1	1.6955559251505e-08	0.597
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000177951.17	BET1L	2.03642597792916e-08	0.846
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000162869.15	PPP1R21	3.46764423723271e-08	0.895
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000132386.10	SERPINF1	5.40932869237566e-08	0.549
UKB_50_Standing_height	Colon_Sigmoid	ENSG00000112977.15	DAP	6.39582868871654e-08	0.979
UKB_50_Standing_height	Colon_Transverse	ENSG00000198945.7	L3MBTL3	1.18716689830893e-78	1
UKB_50_Standing_height	Colon_Transverse	ENSG00000072682.18	P4HA2	1.62052069108865e-54	0.599
UKB_50_Standing_height	Colon_Transverse	ENSG00000117122.13	MFAP2	9.26475483880732e-53	0.51
UKB_50_Standing_height	Colon_Transverse	ENSG00000170175.10	CHRNB1	7.49694062536567e-52	0.893
UKB_50_Standing_height	Colon_Transverse	ENSG00000184897.5	H1FX	3.8454463179168e-50	0.73
UKB_50_Standing_height	Colon_Transverse	ENSG00000149257.13	SERPINH1	6.99618797120973e-49	0.523
UKB_50_Standing_height	Colon_Transverse	ENSG00000103245.13	NARFL	3.38989477531671e-42	0.886
UKB_50_Standing_height	Colon_Transverse	ENSG00000163703.17	CRELD1	6.06256527189295e-39	1
UKB_50_Standing_height	Colon_Transverse	ENSG00000198860.11	TSEN15	6.31372090010652e-32	0.709
UKB_50_Standing_height	Colon_Transverse	ENSG00000162613.16	FUBP1	2.28335979827714e-30	0.703
UKB_50_Standing_height	Colon_Transverse	ENSG00000139044.10	B4GALNT3	1.04526850802169e-29	0.63
UKB_50_Standing_height	Colon_Transverse	ENSG00000183386.9	FHL3	5.53737150179549e-26	0.814
UKB_50_Standing_height	Colon_Transverse	ENSG00000084093.16	REST	3.36231584749939e-25	0.639
UKB_50_Standing_height	Colon_Transverse	ENSG00000171135.13	JAGN1	3.46036341594752e-25	0.986
UKB_50_Standing_height	Colon_Transverse	ENSG00000111276.10	CDKN1B	4.6510460911974e-20	0.628
UKB_50_Standing_height	Colon_Transverse	ENSG00000160870.12	CYP3A7	2.07330369629987e-19	0.908
UKB_50_Standing_height	Colon_Transverse	ENSG00000183150.7	GPR19	4.92180913757666e-19	0.555
UKB_50_Standing_height	Colon_Transverse	ENSG00000107679.14	PLEKHA1	9.11621811457561e-18	0.844
UKB_50_Standing_height	Colon_Transverse	ENSG00000101367.8	MAPRE1	1.12400988140333e-16	0.537
UKB_50_Standing_height	Colon_Transverse	ENSG00000155542.11	SETD9	1.16950739913322e-16	0.54
UKB_50_Standing_height	Colon_Transverse	ENSG00000130177.14	CDC16	1.68544409141974e-14	0.547
UKB_50_Standing_height	Colon_Transverse	ENSG00000137098.13	SPAG8	1.86631720365151e-14	0.676
UKB_50_Standing_height	Colon_Transverse	ENSG00000271151.1	RP11-394I13.2	2.20633204662957e-14	0.714
UKB_50_Standing_height	Colon_Transverse	ENSG00000126522.16	ASL	6.27328711730611e-14	0.679
UKB_50_Standing_height	Colon_Transverse	ENSG00000135835.11	KIAA1614	2.4656038122458e-13	0.52
UKB_50_Standing_height	Colon_Transverse	ENSG00000169925.16	BRD3	2.48779043896758e-13	0.696
UKB_50_Standing_height	Colon_Transverse	ENSG00000166913.12	YWHAB	1.03952062275156e-12	0.716
UKB_50_Standing_height	Colon_Transverse	ENSG00000100138.13	SNU13	4.53342264576302e-11	0.569
UKB_50_Standing_height	Colon_Transverse	ENSG00000073050.11	XRCC1	1.18479645399858e-10	0.539
UKB_50_Standing_height	Colon_Transverse	ENSG00000142694.6	EVA1B	4.49395595642134e-10	0.827
UKB_50_Standing_height	Colon_Transverse	ENSG00000119147.9	C2orf40	6.46793169175115e-10	0.911
UKB_50_Standing_height	Colon_Transverse	ENSG00000163354.14	DCST2	1.29461791567527e-09	0.628
UKB_50_Standing_height	Colon_Transverse	ENSG00000126464.13	PRR12	4.00216831474647e-09	0.541
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000177311.11	ZBTB38	1.26071948338929e-255	0.647
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000172613.7	RAD9A	4.80839461373643e-96	0.73
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000198945.7	L3MBTL3	4.66882243575857e-79	0.997
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000198860.11	TSEN15	1.21652951133601e-76	0.632
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000072682.18	P4HA2	5.52222462175771e-62	0.656
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000117122.13	MFAP2	6.91619039498652e-55	0.544
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000103245.13	NARFL	4.45685385041295e-42	0.72
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000163703.17	CRELD1	2.96011727063045e-39	1
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000162613.16	FUBP1	7.5805758202191e-30	0.681
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000204978.2	ERICH4	2.66692028179444e-28	0.624
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000183386.9	FHL3	2.21199106073042e-24	0.979
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000107679.14	PLEKHA1	2.02078706044893e-22	0.734
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000277791.4	PSMB3	2.32015083173375e-21	0.819
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000002726.20	AOC1	1.32746400170424e-20	0.606
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000084093.16	REST	1.57913490608969e-20	0.543
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000151632.17	AKR1C2	4.96807645648489e-20	0.57
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000135698.9	MPHOSPH6	1.15874963316566e-19	0.702
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000165801.9	ARHGEF40	1.63745564960713e-18	0.979
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000131899.10	LLGL1	3.1794753982671e-17	0.949
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000155542.11	SETD9	4.86275333554629e-17	0.692
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000130177.14	CDC16	1.11639982248442e-16	0.564
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000176472.10	ZNF575	1.19610109004745e-13	0.706
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000169925.16	BRD3	2.49293715989342e-13	0.677
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000215529.12	EFCAB8	9.35172790574064e-13	0.596
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000126464.13	PRR12	1.01832452451684e-11	0.61
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000271151.1	RP11-394I13.2	1.53727479507327e-11	0.649
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000260257.2	RP5-1085F17.3	5.72637929840409e-11	0.556
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000183741.11	CBX6	2.06267755560614e-10	0.571
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000142694.6	EVA1B	1.03395993881447e-09	0.811
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000119147.9	C2orf40	9.86355450631959e-09	0.888
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000146054.17	TRIM7	1.56111123741571e-08	0.548
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000162869.15	PPP1R21	1.82204870418418e-08	0.757
UKB_50_Standing_height	Esophagus_Gastroesophageal_Junction	ENSG00000105755.7	ETHE1	2.82102280924046e-08	0.574
