phenotype	intron	pvalue	rcp
UKB_50_Standing_height	intron_13_32527532_32536933	3.08699332620683e-13	0.554
UKB_50_Standing_height	intron_17_38776625_38777687	3.4391656492956e-13	0.649
UKB_50_Standing_height	intron_2_33134960_33186856	3.86885034496454e-13	0.613
UKB_50_Standing_height	intron_17_78797902_78798400	5.82092549934052e-13	0.538
UKB_50_Standing_height	intron_3_67360768_67400731	6.76597588321682e-13	0.659
UKB_50_Standing_height	intron_3_113019706_113143854	7.31554416518866e-13	0.636
UKB_50_Standing_height	intron_7_140026348_140028613	9.73350510307858e-13	0.579
UKB_50_Standing_height	intron_2_85584493_85591725	1.03848006013532e-12	0.855
UKB_50_Standing_height	intron_1_180936670_180938555	1.06837151433759e-12	0.964
UKB_50_Standing_height	intron_8_9404044_9415876	1.2748866978656e-12	0.983
UKB_50_Standing_height	intron_1_36324069_36327720	1.38019126710295e-12	0.693
UKB_50_Standing_height	intron_19_43546727_43546884	1.51649176182921e-12	0.588
UKB_50_Standing_height	intron_2_85581876_85591725	1.60679822305272e-12	0.875
UKB_50_Standing_height	intron_1_36322664_36323940	1.70200669329181e-12	0.718
UKB_50_Standing_height	intron_1_36321778_36322421	1.75963178466132e-12	0.723
UKB_50_Standing_height	intron_1_36322664_36326277	1.75963178466134e-12	0.66
UKB_50_Standing_height	intron_1_36322664_36327720	1.75963178466136e-12	0.597
UKB_50_Standing_height	intron_3_55470550_55474337	2.48548327222652e-12	0.821
UKB_50_Standing_height	intron_7_140027406_140028613	2.88209278840274e-12	0.544
UKB_50_Standing_height	intron_13_32527532_32535769	2.99530931152394e-12	0.538
UKB_50_Standing_height	intron_1_36326547_36327720	3.55795345536614e-12	0.741
UKB_50_Standing_height	intron_3_42979645_43053521	3.61038422435942e-12	0.658
UKB_50_Standing_height	intron_9_35810309_35810439	4.16904175008699e-12	0.632
UKB_50_Standing_height	intron_20_44887742_44901531	9.6794192078285e-12	0.886
UKB_50_Standing_height	intron_2_43398139_43485234	1.00772934604078e-11	0.502
UKB_50_Standing_height	intron_1_36321778_36322367	1.34857753753089e-11	0.753
UKB_50_Standing_height	intron_8_9403965_9413649	1.42234153273313e-11	0.544
UKB_50_Standing_height	intron_2_106071891_106073133	1.67170829272078e-11	0.9
UKB_50_Standing_height	intron_1_36308209_36308389	1.69678077903269e-11	0.531
UKB_50_Standing_height	intron_2_106073281_106073886	1.80402946465011e-11	0.9
UKB_50_Standing_height	intron_20_44885886_44901531	1.89392417524524e-11	0.881
UKB_50_Standing_height	intron_2_106072012_106073886	2.01403842114736e-11	0.884
UKB_50_Standing_height	intron_19_49583952_49584494	2.05422838743118e-11	0.51
UKB_50_Standing_height	intron_21_46126541_46131954	2.78130909978797e-11	0.52
UKB_50_Standing_height	intron_20_44885886_44887648	3.66196411065129e-11	0.669
UKB_50_Standing_height	intron_19_43497876_43501734	4.17363347374118e-11	0.517
UKB_50_Standing_height	intron_7_151198662_151200383	4.65014763462454e-11	0.941
UKB_50_Standing_height	intron_7_151199003_151200383	4.65014763462457e-11	0.934
UKB_50_Standing_height	intron_7_151197906_151198798	4.65014763462457e-11	0.989
UKB_50_Standing_height	intron_7_151198662_151198798	4.65014763462457e-11	0.989
UKB_50_Standing_height	intron_7_151197906_151198548	4.65014763462461e-11	0.989
UKB_50_Standing_height	intron_11_74594116_74604692	4.74670799601085e-11	0.599
UKB_50_Standing_height	intron_15_90466091_90466269	5.30529325054949e-11	0.533
UKB_50_Standing_height	intron_11_61828597_61837778	6.22359185624840e-11	0.511
UKB_50_Standing_height	intron_19_49583952_49588497	6.99619976867316e-11	0.508
UKB_50_Standing_height	intron_6_151405836_151417279	8.49147232586798e-11	0.643
UKB_50_Standing_height	intron_17_7408712_7414344	8.92249862561223e-11	0.904
UKB_50_Standing_height	intron_11_11842224_11880177	9.00705477221319e-11	0.545
UKB_50_Standing_height	intron_3_55469166_55474337	1.55330278121594e-10	0.724
UKB_50_Standing_height	intron_7_140026348_140027276	1.5594076026724e-10	0.578
UKB_50_Standing_height	intron_7_74060184_74060376	1.72581497426236e-10	0.972
UKB_50_Standing_height	intron_7_74060501_74061101	1.72581497426237e-10	0.986
UKB_50_Standing_height	intron_7_140726516_140734617	2.24235138638592e-10	0.52
UKB_50_Standing_height	intron_7_140726516_140739812	2.24235138638596e-10	0.53
UKB_50_Standing_height	intron_11_74594116_74595147	2.70177647227967e-10	0.587
UKB_50_Standing_height	intron_2_182838613_182842478	2.74204974767231e-10	0.72
UKB_50_Standing_height	intron_3_184301658_184301771	3.39814655825518e-10	0.714
UKB_50_Standing_height	intron_17_45136620_45136692	3.5689588116529e-10	0.617
UKB_50_Standing_height	intron_17_45136776_45137019	6.53817630817905e-10	0.59
UKB_50_Standing_height	intron_2_106074043_106077765	7.69390040926014e-10	0.833
UKB_50_Standing_height	intron_11_206043_207303	8.75730972598379e-10	0.852
UKB_50_Standing_height	intron_7_140544766_140546799	8.92088597576037e-10	0.744
UKB_50_Standing_height	intron_7_140544873_140546799	8.9340803503407e-10	0.747
UKB_50_Standing_height	intron_2_106071891_106073886	1.05851499675647e-09	0.942
UKB_50_Standing_height	intron_17_45139160_45143443	1.45910545527609e-09	0.761
UKB_50_Standing_height	intron_3_99638664_99675660	1.64679155338603e-09	0.889
UKB_50_Standing_height	intron_10_129536377_129707895	1.789970245043e-09	0.681
UKB_50_Standing_height	intron_3_129272904_129274838	1.89115152463335e-09	0.518
UKB_50_Standing_height	intron_4_3428169_3430407	2.01561454090698e-09	0.51
UKB_50_Standing_height	intron_3_9943515_9944365	2.21696320221403e-09	0.778
UKB_50_Standing_height	intron_9_81612393_81613377	2.44071491927659e-09	0.597
UKB_50_Standing_height	intron_9_81611959_81613377	2.4407149192766e-09	0.658
UKB_50_Standing_height	intron_9_81611956_81613377	2.4407149192766e-09	0.565
UKB_50_Standing_height	intron_3_183818107_183820100	3.22042294946387e-09	0.626
UKB_50_Standing_height	intron_1_86354859_86358787	4.33638013912691e-09	0.553
UKB_50_Standing_height	intron_11_206043_207007	4.38202145030957e-09	0.86
UKB_50_Standing_height	intron_4_5015234_5019293	4.84041188758174e-09	0.631
UKB_50_Standing_height	intron_15_67165088_67166779	4.98518558950143e-09	0.717
UKB_50_Standing_height	intron_1_86354859_86356444	5.84712771276047e-09	0.535
UKB_50_Standing_height	intron_9_81611959_81612292	6.56913392601993e-09	0.72
UKB_50_Standing_height	intron_17_42702592_42702877	6.7150370742973e-09	0.655
UKB_50_Standing_height	intron_8_19506130_19601771	9.10624526111273e-09	0.671
UKB_50_Standing_height	intron_17_7393509_7394104	9.50035906813973e-09	0.516
UKB_50_Standing_height	intron_20_62403524_62406915	1.09957689671408e-08	0.578
UKB_50_Standing_height	intron_1_86356602_86358787	1.22799415111405e-08	0.556
UKB_50_Standing_height	intron_20_13270743_13288540	1.57552731819332e-08	0.908
UKB_50_Standing_height	intron_21_31701171_31701776	1.621085805264e-08	0.856
UKB_50_Standing_height	intron_8_19506130_19506295	1.62163038332133e-08	0.558
UKB_50_Standing_height	intron_19_3456635_3462752	1.6805444053565e-08	0.682
UKB_50_Standing_height	intron_21_46124920_46125266	1.71181284992434e-08	0.562
UKB_50_Standing_height	intron_9_136725110_136726304	2.1420928091346e-08	0.732
UKB_50_Standing_height	intron_19_48727158_48727393	2.7730895258404e-08	0.509
UKB_50_Standing_height	intron_12_132813419_132816540	3.15962347017396e-08	0.631
UKB_50_Standing_height	intron_19_48714560_48714806	3.1839917676507e-08	0.561
UKB_50_Standing_height	intron_12_132813419_132816660	3.34553940030347e-08	0.675
UKB_50_Standing_height	intron_17_78169229_78170817	3.61514484174102e-08	0.623
UKB_50_Standing_height	intron_11_224239_230452	5.66692091994121e-08	0.618
UKB_50_Standing_height	intron_12_8698297_8713815	7.78403738697403e-08	0.874
UKB_50_Standing_height	intron_12_132125408_132125854	8.32401792657849e-08	0.579
UKB_50_Standing_height	intron_9_4722625_4740937	8.60538574786993e-08	0.999
UKB_50_Standing_height	intron_9_136724000_136725055	8.73745366780143e-08	0.736
UKB_50_Standing_height	intron_17_78168715_78170817	9.64444531541442e-08	0.785
UKB_50_Standing_height	intron_9_136724939_136725055	1.11168075066067e-07	0.689
UKB_50_Standing_height	intron_19_48714045_48714366	1.14877246556963e-07	0.555
UKB_50_Standing_height	intron_4_5015234_5016836	1.20472751190639e-07	0.563
UKB_50_Standing_height	intron_3_14923175_14924008	1.29258735852986e-07	0.662
UKB_50_Standing_height	intron_12_8681818_8713811	1.35005545992884e-07	0.919
UKB_50_Standing_height	intron_12_131137014_131138137	1.68501184224269e-07	0.766
UKB_50_Standing_height	intron_12_109565176_109567011	2.00073311347415e-07	0.519
UKB_50_Standing_height	intron_22_17143131_17145024	2.43710238973541e-07	0.974
UKB_50_Standing_height	intron_7_130023723_130026158	2.52678568339934e-07	0.932
UKB_50_Standing_height	intron_19_48714045_48714806	2.5280693922342e-07	0.545
UKB_50_Standing_height	intron_22_17141233_17143098	2.55966685364541e-07	0.968
UKB_50_Standing_height	intron_12_8698297_8713811	2.59147619899957e-07	0.813
UKB_50_Standing_height	intron_1_1022462_1035277	2.67649621582417e-07	0.602
UKB_50_Standing_height	intron_4_113970510_113970830	2.72154413608276e-07	0.587
UKB_50_Standing_height	intron_9_4722625_4726083	2.72910761874257e-07	0.999
UKB_50_Standing_height	intron_6_39878588_39883962	2.80742806100397e-07	0.929
UKB_50_Standing_height	intron_19_35742803_35743809	3.17813010433863e-07	0.62
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	intron_9_133261374_133262099	2.67959160300852e-65	0.868
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	intron_9_133259866_133261318	2.16030645332995e-60	0.669
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	intron_9_133257542_133257699	3.40619628871026e-59	0.523
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	intron_9_133258132_133259819	4.89455086431084e-59	0.604
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39908214_39908958	2.00069082844792e-53	0.829
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39909042_39909756	1.47057712219463e-52	0.772
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39906987_39909756	5.387838534114e-52	0.575
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39906987_39908176	9.50864515801558e-52	0.652
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39905985_39906111	1.5471358281088e-51	0.72
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39906271_39909756	2.41029932749241e-51	0.737
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39906987_39908958	2.97238023544762e-51	0.673
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39909924_39912326	2.99574558279849e-50	0.541
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39908201_39908958	1.33957636293918e-49	0.832
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39906271_39906961	7.40376676740635e-48	0.679
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_17_39906271_39908176	2.13567484650516e-47	0.634
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_2_102341357_102342223	2.85129369216561e-38	0.675
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_2_102340828_102341188	2.88575540541092e-38	0.587
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_6_32642253_32642610	1.59296539576336e-32	0.964
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_16_11126146_11136072	1.3876657140737e-26	0.606
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_16_11126146_11136069	2.61667873256875e-26	0.566
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_2_241750294_241750547	6.44085603504104e-26	0.603
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_12_57100090_57100846	2.7844452445017e-25	0.866
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_12_57099819_57099996	2.78444524450177e-25	0.976
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_12_57099903_57099996	2.76459458584728e-24	0.976
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_2_241750579_241751246	4.42390733663284e-20	0.745
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_2_241749399_241750151	3.80973680286992e-17	0.546
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_6_30201138_30204656	1.13979616070793e-16	0.629
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_6_30204765_30213305	4.85481059812342e-16	0.577
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_6_30201123_30213305	5.00380148587458e-16	0.611
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_6_30201138_30213305	1.07672809067384e-15	0.631
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_6_30199153_30213305	7.10070219931747e-14	0.599
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_2_8302425_8312726	2.51750500565538e-13	0.672
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_2_241744877_241748865	1.97140351928982e-12	0.556
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_2_241744877_241748827	3.30965453176913e-12	0.756
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_2_241744877_241747614	2.59397234608165e-11	0.674
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_61811075_61812471	6.32164847508622e-10	0.587
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_61790602_61801867	7.1348501454158e-10	0.511
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_61802462_61802801	8.08683419549908e-10	0.608
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_8_144103225_144104025	1.27294410295147e-09	0.956
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_8_144103225_144103847	1.88531771518302e-09	0.996
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_61789990_61790375	2.2026571499989e-09	0.521
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_6_135388033_135394776	2.50642733233238e-09	0.721
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_8_144103225_144103553	3.01116179764387e-09	0.998
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_61816426_61837778	4.03631762646678e-09	0.577
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_61789990_61790423	7.12319217455588e-09	0.538
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_5_35873648_35875512	1.85412892793725e-08	0.597
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_6_135404977_135411348	2.43656335261608e-08	0.505
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_18_63753120_63782355	2.60302761064711e-08	0.869
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_5_35874542_35875512	2.71859368864077e-08	0.608
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_16_27355907_27358916	3.14700311266793e-08	0.743
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_5_35873648_35874449	3.58553013969575e-08	0.581
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_3_51403395_51412379	7.0008763258551e-08	0.802
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_1_206453380_206454878	2.24175274937481e-07	0.606
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_10634074_10652025	2.31322800106157e-07	0.839
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_10634071_10693536	2.47161448559525e-07	0.836
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_10652182_10693820	2.99260722160781e-07	0.742
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_10652182_10693536	3.0386823332512e-07	0.696
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_1_173186865_173188521	3.387870634935e-07	0.626
UKB_6152_8_diagnosed_by_doctor_Asthma	intron_11_10652182_10690265	3.57872493238857e-07	0.818
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_5_35873648_35875512	1.00200256616579e-44	0.711
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_5_35873648_35874449	8.1896290245251e-44	0.653
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_5_35871213_35873480	9.30146821863812e-44	0.551
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_5_35874542_35875512	2.78174242145677e-43	0.708
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_16_11126146_11136072	1.14020603742125e-34	0.663
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_16_11126146_11136069	1.06005251094889e-33	0.541
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_2_241750294_241750547	1.12272201503572e-29	0.528
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_2_8302425_8312726	4.78322190549132e-25	0.691
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_6_32718147_32718406	1.29634375404935e-23	0.849
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_2_241749399_241750151	3.96659946308335e-23	0.567
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_2_241750579_241751246	1.0379938308297e-21	0.732
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_12_57100090_57100846	1.36561574954951e-21	0.775
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_12_57099819_57099996	1.36561574954953e-21	0.946
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_12_57099903_57099996	1.45176338684513e-20	0.946
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_2_241744877_241748827	7.2990027452045e-16	0.632
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_2_241744877_241747614	1.95640872221141e-15	0.57
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_154454581_154465134	3.67810267875567e-14	0.862
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_6_33294066_33294688	3.33735893078821e-13	0.76
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_154449980_154465134	3.90877483849019e-13	0.907
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_173186865_173188521	1.10171405523007e-12	0.748
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_6_33293916_33294034	1.37807091910916e-12	0.873
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_2561815_2562865	1.56152277809912e-12	0.661
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_6_33293935_33294034	1.866128963401e-12	0.882
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_154448171_154449911	2.80720216298103e-12	0.572
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_8422807_8465925	4.8642970159677e-12	0.527
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_24919344_24927574	9.93107059969562e-12	0.51
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_212686979_212696961	1.92766071202187e-11	0.599
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_8422807_8424015	1.99942334779267e-11	0.599
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_2_233204717_233206706	3.01249341878429e-11	0.648
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_16_27345020_27345374	1.40319600792786e-10	0.649
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_161215370_161218241	2.48384352831048e-10	0.968
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_1_161215370_161217986	2.48384352831052e-10	0.93
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	intron_12_120784593_120791469	3.06351613009574e-10	0.517
